,Timestamp,Age,Gender,City,Position,YOE,Level,Salary,SOYA,Language
2861,07/12/2020 07:09:07,40.0,Male,Munich,Data Engineer,15,Lead,90000.0,84000.0,English
2862,07/12/2020 08:28:00,27.0,Female,Berlin,Data Scientist,5,Senior,75000.0,60000.0,English
2863,07/12/2020 09:25:26,32.0,Male,Berlin,Backend Developer,10,Senior,80000.0,72000.0,English
2864,07/12/2020 13:10:18,33.0,Male,Munich,Software Engineer,5,Senior,61000.0,58000.0,English
2865,07/12/2020 16:36:43,31.0,Male,Berlin,Data Engineer,4,Middle,50000.0,45000.0,English
2866,07/12/2020 19:49:33,30.0,Male,Cologne,technical business analyst,5,Middle,69000.0,63000.0,German
2867,07/12/2020 21:22:11,32.0,Male,Munich,Software Engineer,10,Lead,75000.0,75000.0,English
2870,07/12/2020 22:54:31,34.0,Male,Munich,Software Engineer,10,Senior,74000.0,72000.0,English
2871,07/12/2020 22:56:55,29.0,Male,Darmstadt,Data Scientist,5,Middle,65000.0,55000.0,English
2872,07/12/2020 22:56:59,29.0,Male,Darmstadt,Data Scientist,5,Middle,65000.0,55000.0,English
2873,07/12/2020 23:01:55,30.0,Male,Munich,DevOps,10,Lead,85000.0,75000.0,English
2876,08/12/2020 01:09:28,35.0,Male,Frankfurt,Software Engineer,10,Senior,60000.0,60000.0,English
2878,08/12/2020 08:17:39,27.0,Male,Munich,Software Engineer,2,Junior,68000.0,60000.0,English
2879,08/12/2020 09:39:06,38.0,Male,Berlin,Full-Stack Developer,1,Junior,45500.0,40000.0,English
2880,08/12/2020 09:39:49,34.0,Male,Munich,DevOps,12,Middle,72000.0,72000.0,English
2881,08/12/2020 10:53:52,35.0,Male,Darmstadt,Data Scientist,4,Senior,67000.0,60000.0,English
2882,08/12/2020 11:49:02,35.0,Male,Duesseldorf,DevOps,17,Senior,85000.0,68000.0,English
2885,08/12/2020 20:04:49,29.0,Male,Berlin,DevOps,7,Senior,82000.0,78000.0,English
2886,08/12/2020 20:38:39,35.0,Male,Berlin,Software Engineer,15,Senior,85000.0,80000.0,English
2888,08/12/2020 21:41:06,31.0,Female,Berlin,Product Manager,4,Middle,60000.0,70000.0,English
2891,08/12/2020 23:46:09,34.0,Male,Cologne,CTO,14,Lead,84000.0,72000.0,English
2892,09/12/2020 04:46:05,42.0,Male,Hamburg,Data Scientist,2,Senior,80000.0,65000.0,German
2893,09/12/2020 10:09:49,37.0,Female,Hamburg,QA Manager,7,Middle,46000.0,45000.0,German
2894,09/12/2020 10:32:21,32.0,Male,Berlin,Mobile Developer,8,Senior,75000.0,70000.0,English
2895,09/12/2020 13:37:29,26.0,Female,Berlin,Mobile Developer,8,Middle,40000.0,15000.0,German
2896,09/12/2020 21:12:22,35.0,Male,Munich,Software Engineer,15,Head,100000.0,60000.0,English
2897,10/12/2020 08:37:41,43.0,Male,Munich,Product Manager,18,Lead,115000.0,115000.0,English
2898,10/12/2020 14:44:21,41.0,Male,Munich,Software Engineer,15,Senior,99000.0,99000.0,German
2899,11/12/2020 08:39:23,33.0,Male,Berlin,Backend Developer,8,Lead,90000.0,85000.0,English
2900,11/12/2020 09:20:06,44.0,Male,Berlin,QA Lead,15,Lead,72000.0,72000.0,English
2901,11/12/2020 16:25:59,28.0,Male,Berlin,ML Engineer,5,Middle,54000.0,52000.0,English
2902,11/12/2020 22:00:36,34.0,Female,Berlin,Designer (UI/UX),10,Senior,45000.0,45000.0,German
2905,12/12/2020 14:51:11,28.0,Male,Brussels,Robotics Engineer,3,Middle,45000.0,45000.0,English
2906,12/12/2020 20:52:06,26.0,Male,Stockholm,ML Engineer,2.5,Middle,60000.0,37500.0,English
2907,12/12/2020 20:55:50,39.0,Male,Berlin,Software Engineer,15,Lead,75000.0,65000.0,English
2908,13/12/2020 08:25:33,32.0,Male,Copenhagen,Data Scientist,6,Senior,92000.0,90000.0,English
2910,13/12/2020 15:03:32,27.0,Female,Lisbon,Backend Developer,3,Middle,17500.0,16000.0,English
2911,13/12/2020 15:20:17,32.0,Female,Berlin,Software Engineer,2,Middle,63000.0,50000.0,English
2914,14/12/2020 08:55:24,56.0,Male,Munich,Software Engineer,30,Lead,110000.0,90000.0,English
2915,14/12/2020 09:03:54,30.0,Male,Berlin,Data Scientist,4.5,Middle,60000.0,60000.0,English
2918,14/12/2020 15:25:10,27.0,Male,Munich,QA Engineer,6,Middle,70000.0,67000.0,English
2921,16/12/2020 12:02:55,27.0,Male,Berlin,Data Engineer,0,Junior,40000.0,34000.0,German
2922,16/12/2020 17:04:36,28.0,Male,Berlin,Frontend Developer,7,Middle,62000.0,63000.0,English
2924,17/12/2020 19:16:46,32.0,Male,Berlin,Backend Developer,9,Senior,90000.0,87000.0,English
2925,18/12/2020 07:55:08,35.0,Female,Berlin,Product Manager,5,Senior,60000.0,50000.0,English
2926,18/12/2020 10:17:16,32.0,Male,Berlin,Software Engineer,11,Senior,72500.0,70000.0,English
2928,18/12/2020 11:29:23,30.0,Male,Berlin,Backend Developer,9,Senior,85000.0,82000.0,English
2929,18/12/2020 12:23:22,36.0,Male,Stuttgart,Mobile Developer,16,Lead,62500.0,59500.0,English
2931,18/12/2020 15:38:13,33.0,Male,Berlin,Engineering Manager,15,Lead,85000.0,80000.0,English
2932,18/12/2020 18:43:35,32.0,Male,Munich,Software Engineer,13,Middle,95000.0,79000.0,English
2934,19/12/2020 09:54:24,34.0,Male,Berlin,Backend Developer,12,Senior,75000.0,72000.0,English
2937,20/12/2020 01:48:34,54.0,Male,Munich,Software Engineer,25,Middle,75000.0,80000.0,English
2938,20/12/2020 10:31:17,28.0,Male,Sevilla,DatabEngineer,4,Middle,30000.0,30000.0,Spanish
2939,21/12/2020 13:45:43,28.0,Female,Berlin,Frontend Developer,5,Senior,64000.0,60000.0,English
2941,21/12/2020 23:41:56,38.0,Male,Berlin,Data Scientist,6,Lead,110000.0,110000.0,English
2944,22/12/2020 16:31:16,36.0,Male,Berlin,Software Engineer,15,Senior,70000.0,67000.0,English
2946,22/12/2020 18:16:48,36.0,Male,Munich,Software Engineer,15,Senior,68000.0,68000.0,English
2948,22/12/2020 19:44:13,33.0,Male,Munich,Frontend Developer,10,Senior,100000.0,90000.0,English
2949,22/12/2020 23:41:41,33.0,Male,Stuttgart,Team Lead,12,Lead,70200.0,70200.0,German
2951,24/12/2020 10:37:30,36.0,Male,Amsterdam,Mobile Developer,14,Senior,75000.0,75000.0,English
2952,24/12/2020 14:31:58,31.0,Male,Berlin,Software Engineer,9,Senior,85000.0,82000.0,English
2953,24/12/2020 15:12:35,36.0,Male,Regensburg,Software Engineer,10,Middle,66000.0,58000.0,German
2954,24/12/2020 20:39:53,37.0,Male,Munich,DevOps,17,Senior,90000.0,85000.0,English
2955,24/12/2020 23:11:24,30.0,Male,Berlin,Consultant,3,Middle,58000.0,42000.0,English
2956,25/12/2020 14:37:26,30.0,Male,Berlin,Software Engineer,11,Senior,90000.0,80000.0,English
2957,25/12/2020 17:03:05,27.0,Male,Krakow,QA Engineer,5,Senior,35000.0,35000.0,English
2958,25/12/2020 21:58:38,33.0,Female,Munich,Software Engineer,10,Senior,47500.0,47500.0,English
2959,26/12/2020 20:00:12,35.0,Male,Ingolstadt,Backend Developer,10,Lead,65000.0,60000.0,English
2960,27/12/2020 11:52:56,26.0,Male,Berlin,Backend Developer,5,Middle,72000.0,65000.0,English
2961,27/12/2020 18:49:07,29.0,Male,Berlin,Software Engineer,9,Senior,73000.0,73000.0,English
2962,28/12/2020 11:20:05,31.0,Male,Berlin,Backend Developer,4,Middle,50000.0,50000.0,English
2965,29/12/2020 18:33:08,36.0,Male,Berlin,Mobile Developer,10,Middle,68000.0,65000.0,English
2966,29/12/2020 23:57:42,29.0,Male,Munich,Data Scientist,6,Middle,70000.0,60000.0,English
2967,30/12/2020 02:23:59,30.0,Female,Berlin,Frontend Developer,3,Lead,57600.0,51200.0,English
2968,30/12/2020 13:18:32,30.0,Male,Munich,Software Engineer,8,Senior,68000.0,65000.0,English
2969,30/12/2020 16:32:25,29.0,Male,Berlin,Backend Developer,5,Senior,75000.0,70000.0,English
2970,31/12/2020 17:56:25,34.0,Male,Berlin,Software Engineer,14,Lead,95000.0,92000.0,English
2971,01/01/2021 10:51:57,30.0,Male,Berlin,Backend Developer,10,Lead,82000.0,73000.0,English
2972,01/01/2021 13:40:08,34.0,Male,Prague,Backend Developer,14,Lead,90000.0,70000.0,English
2973,02/01/2021 23:17:31,27.0,Male,Munich,Software Engineer,8,Senior,52000.0,52000.0,English
2975,04/01/2021 16:41:12,35.0,Male,Munich,Software Engineer,12,Lead,100000.0,85000.0,English
2976,05/01/2021 22:12:30,44.0,Male,Munich,Software Architekt,20,Head,95000.0,95000.0,German
2977,05/01/2021 22:56:24,34.0,Male,Ingolstadt ,Software Engineer,3.5,Junior,55000.0,53000.0,German
2978,05/01/2021 23:03:40,45.0,Male,Munich,Software Engineer,20,Self employed,200000.0,200000.0,German
2979,05/01/2021 23:51:56,31.0,Male,Munich,Backend Developer,10,Senior,85000.0,80000.0,English
2980,06/01/2021 21:20:44,24.0,Male,Berlin,Frontend Developer,5,Senior,68250.0,65000.0,English
2982,06/01/2021 21:42:52,34.0,Male,Berlin,Frontend Developer,6,Middle,63000.0,58000.0,English
2983,07/01/2021 10:47:40,28.0,Male,Munich,Software Engineer,7,Middle,63000.0,63000.0,English
2985,08/01/2021 00:38:57,35.0,Male,Karlsruhe,Software Engineer,12,Senior,75000.0,75000.0,English
2988,08/01/2021 17:23:19,33.0,Female,Munich,Testmanager,10,Junior,60000.0,55000.0,German
2991,11/01/2021 12:12:34,39.0,Male,Berlin,QA Engineer,7,Senior,76000.0,65000.0,English
2992,12/01/2021 12:48:23,37.0,Male,Berlin,Mobile Developer,15,Senior,84700.0,83000.0,English
2994,13/01/2021 23:42:49,38.0,Male,Munich,Data Analyst,16,Senior,95000.0,95000.0,English
2995,14/01/2021 01:14:58,31.0,Female,Berlin,Data Scientist,4,Middle,50500.0,49000.0,English
2997,16/01/2021 14:39:02,32.0,Male,Munich,ERP Consultant,10,Lead,130000.0,125000.0,English
2999,16/01/2021 22:23:04,32.0,Male,Munich,Software Engineer,10,Head,95000.0,80000.0,English
3000,17/01/2021 13:22:23,28.0,Male,Berlin,Frontend Developer,5,Middle,55000.0,55000.0,English
3001,18/01/2021 09:51:30,38.0,Male,Berlin,Head of Engineering,18,Head,90000.0,90000.0,German
3002,18/01/2021 11:50:02,34.0,Male,Zurich,Software Engineer,7,Senior,108500.0,90000.0,English
3003,18/01/2021 15:05:50,31.0,Male,Berlin,Backend Developer,9,Senior,70000.0,70000.0,English
3004,18/01/2021 17:46:02,33.0,Male,Berlin,Researcher/ Consumer Insights Analyst ,10,Senior,60000.0,48000.0,English
3005,18/01/2021 23:20:35,39.0,Male,Munich,IT Operations Manager,15,Lead,110000.0,90000.0,English
3006,19/01/2021 12:01:11,26.0,Male,Berlin,DevOps,2,Middle,65000.0,40000.0,English
